,day-1-E1-21-UVC,day-1-E1-22-UVC,day-1-E1-23-UVC,day-1-E1-24-UVC,day-1-E1-25-UVC,day-1-E1-26-UVC,day-1-E1-27-UVC,day-1-E1-28-UVC,day-1-E1-29-UVC,day-1-E1-30-UVC,day-1-E1-32-UTA,day-1-E1-33-UTA,day-1-E1-35-UTA,day-1-E1-36-UTA,day-1-E1-37-UTA,day-1-E1-38-UTA,day-1-E1-40-UTA,day118-E1-01-UV,day118-E1-02-UV,day118-E1-03-UV,day118-E1-04-UV,day118-E1-05-UV,day118-E1-07-UV,day118-E1-08-UV,day118-E1-09-UV,day118-E1-10-UV,day118-E1-11-UV,day118-E1-12-UV,day118-E1-13-UV,day118-E1-14-UV,day118-E1-15-UV,day118-E1-16-UV,day118-E1-17-UV,day118-E1-18-UV,day118-E1-19-UV,day118-E1-20-UV,day118-E1-21-UVC,day118-E1-22-UVC,day118-E1-23-UVC,day118-E1-24-UVC,day118-E1-25-UVC,day118-E1-26-UVC,day118-E1-27-UVC,day118-E1-28-UVC,day118-E1-29-UVC,day118-E1-30-UVC,day118-E1-31-UTA,day118-E1-32-UTA,day118-E1-33-UTA,day118-E1-34-UTA,day118-E1-35-UTA,day118-E1-36-UTA,day118-E1-37-UTA,day118-E1-38-UTA,day118-E1-39-UTA,day118-E1-40-UTA,day118-E1-41-V,day118-E1-42-V,day118-E1-43-V,day118-E1-45-V,day118-E1-46-V,day118-E1-47-V,day118-E1-48-V,day118-E1-50-V,day118-E1-51-V,day118-E1-52-V,day118-E1-53-V,day118-E1-54-V,day118-E1-55-V,day118-E1-56-V,day118-E1-57-V,day118-E1-58-V,day118-E1-61-VC,day118-E1-62-VC,day118-E1-63-VC,day118-E1-64-VC,day118-E1-65-VC,day118-E1-66-VC,day118-E1-67-VC,day118-E1-69-VC,day118-E1-70-VC,day118-E1-71-VC,day118-E1-72-VC,day14-E2-01-UV,day14-E2-02-UV,day14-E2-03-UV,day14-E2-04-UV,day14-E2-05-UV,day14-E2-06-UV,day14-E2-07-UV,day14-E2-08-UV,day14-E2-09-UV,day14-E2-10-UV,day14-E2-11-UV,day14-E2-12-UV,day14-E2-13-UV,day14-E2-14-UV,day14-E2-15-UV,day14-E2-16-UV,day14-E2-19-UV,day14-E2-20-UV,day14-E2-21-UVC,day14-E2-24-UVC,day14-E2-26-UVC,day14-E2-27-UVC,day14-E2-28-UVC,day14-E2-29-UVC,day14-E2-30-UVC,day14-E2-32-UVC,day14-E2-33-UTA,day14-E2-34-UTA,day14-E2-35-UTA,day14-E2-38-UTA,day14-E2-40-UTA,day14-E2-42-V,day14-E2-44-V,day14-E2-45-V,day14-E2-46-V,day14-E2-47-V,day14-E2-48-V,day14-E2-49-V,day14-E2-50-V,day14-E2-52-V,day14-E2-53-V,day14-E2-54-V,day14-E2-55-V,day14-E2-56-V,day14-E2-57-V,day14-E2-58-V,day14-E2-59-V,day14-E2-60-V,day14-E2-62-VC,day14-E2-64-VC,day14-E2-65-VC,day14-E2-66-VC,day14-E2-67-VC,day14-E2-71-VC,day14-E2-72-V,day29-E2-01-UV,day29-E2-04-UV,day29-E2-05-UV,day29-E2-06-UV,day29-E2-07-UV,day29-E2-08-UV,day29-E2-09-UV,day29-E2-10-UV,day29-E2-11-UV,day29-E2-12-UV,day29-E2-13-UV,day29-E2-14-UV,day29-E2-15-UV,day29-E2-16-UV,day29-E2-17-UV,day29-E2-18-UV,day29-E2-19-UV,day29-E2-20-UV,day29-E2-21-UVC,day29-E2-22-UVC,day29-E2-25-UVC,day29-E2-26-UVC,day29-E2-27-UVC,day29-E2-28-UVC,day29-E2-29-UVC,day29-E2-30-UVC,day29-E2-31-UTA,day29-E2-32-UTA,day29-E2-33-UTA,day29-E2-34-UTA,day29-E2-35-UTA,day29-E2-36-UTA,day29-E2-37-UTA,day29-E2-38-UTA,day29-E2-39-UTA,day29-E2-40-UTA,day29-E2-42-V,day29-E2-44-V,day29-E2-46-V,day29-E2-48-V,day29-E2-49-V,day29-E2-50-V,day29-E2-51-V,day29-E2-53-V,day29-E2-54-V,day29-E2-55-V,day29-E2-56-V,day29-E2-57-V,day29-E2-58-V,day29-E2-59-V,day29-E2-60-V,day29-E2-61-VC,day29-E2-62-VC,day29-E2-64-VC,day29-E2-65-VC,day29-E2-66-VC,day29-E2-69-VC,day29-E2-70-VC,day29-E2-71-VC,day29-E2-72-V,day46-E1-21-UVC,day46-E1-22-UVC,day46-E1-23-UVC,day46-E1-24-UVC,day46-E1-26-UVC,day46-E1-28-UVC,day46-E1-29-UVC,day46-E1-31-UTA,day46-E1-32-UTA,day46-E1-33-UTA,day46-E1-34-UTA,day46-E1-35-UTA,day46-E1-36-UTA,day46-E1-37-UTA,day46-E1-39-UTA,day46-E1-40-UTA
ASV92,17,64,86,18,89,69,24,27,0,0,175,144,0,28,0,101,34,15,0,12,0,30,542,44,275,291,0,46,452,64,0,0,22,11,15,68,17,0,10,0,67,53,36,59,36,65,0,8,54,0,0,12,38,9,100,39,302,97,0,590,154,284,75,235,0,363,150,90,94,0,238,33,96,842,130,48,107,0,82,42,603,20,48,8,0,62,25,73,18,21,15,56,286,0,89,0,11,0,4,271,75,31,8,43,220,27,19,23,14,20,44,0,0,18,197,0,52,43,16,173,300,450,42,0,0,648,21,28,287,71,106,139,551,510,0,980,0,39,0,0,0,0,38,7,42,276,0,42,0,0,0,0,0,0,15,0,0,0,102,23,41,0,0,27,0,0,0,0,0,0,0,0,0,0,0,450,49,43,0,24,0,21,0,71,0,0,0,22,19,146,631,116,0,0,78,0,0,187,45,0,0,0,583,20,78,0,0,131,6,0,0,156,104,144
ASV93,0,0,0,20,0,0,0,0,27,25,100,49,0,4,0,0,95,67,132,0,0,15,73,211,82,116,0,69,30,43,438,0,0,0,0,0,0,0,36,0,0,53,0,41,43,127,35,141,100,25,0,466,109,138,126,152,130,49,0,0,51,300,0,336,0,0,0,141,0,47,105,85,471,371,0,75,58,71,0,81,526,128,0,40,271,44,32,106,0,19,25,0,98,193,154,0,218,36,42,214,43,25,62,93,33,179,42,389,24,142,211,45,822,157,584,0,0,80,49,235,81,126,0,0,104,43,26,209,71,68,0,122,464,91,37,131,72,0,0,21,0,52,0,32,8,250,56,153,14,0,38,0,0,0,56,0,0,52,39,79,10,62,104,198,73,0,15,39,0,15,544,367,31,0,43,145,51,14,61,85,27,81,417,60,0,0,27,104,52,175,200,196,0,118,23,33,0,45,0,0,28,0,45,72,137,20,0,289,268,35,87,37,24,0
ASV95,0,0,0,163,0,215,0,9,0,11,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,22,148,0,52,0,1425,0,0,0,57,0,0,0,0,0,0,0,0,0,40,0,0,75,0,0,0,0,0,0,73,0,117,0,46,0,73,0,0,0,0,0,329,63,1748,0,109,0,81,72,51,0,0,28,0,0,0,0,0,124,0,63,0,0,0,196,564,0,1280,50,389,97,0,0,0,0,0,102,0,0,103,27,67,0,0,0,53,34,863,161,0,1296,22,93,0,32,0,0,0,0,11,91,131,297,0,0,0,0,0,76,68,0,189,58,6,0,0,907,76,0,75,244,513,0,50,0,60,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,196,474,1890,0,0,603,0,136,164,104,0,0,0,87,0,0,0,0,0,0,0,144,384,118,0,0,0,0,0,0,0,0,0
ASV98,0,0,32,0,0,10,0,0,15,26,0,10,0,55,0,0,28,0,0,0,0,21,0,0,17,0,108,18,75,61,0,0,0,47,0,26,12,0,26,0,27,0,0,30,59,0,66,29,30,491,75,0,0,0,32,14,0,25,0,18,0,104,0,126,0,0,15,53,12,25,17,13,26,131,15,15,38,13,0,324,483,165,0,30,0,0,0,0,0,0,0,27,34,581,36,0,78,0,14,0,28,50,22,17,0,0,42,0,65,10,89,40,0,26,63,0,0,76,9,42,57,26,0,0,0,306,35,24,278,15,0,31,142,39,0,0,0,0,22,165,21,17,22,224,16,73,371,1117,592,0,540,0,0,14,58,88,15,172,109,81,0,0,98,26,78,0,0,157,12,0,113,15,27,0,16,58,47,13,186,84,28,542,194,1899,28,0,2529,651,598,90,88,19,11,0,19,0,0,407,0,0,0,0,85,18,51,31,0,26,11,0,0,55,0,0
ASV99,0,0,0,140,0,53,0,0,0,0,0,0,35,0,0,0,200,0,0,35,0,0,75,0,0,76,31,0,84,0,0,0,26,108,0,0,0,0,0,0,0,41,0,41,0,0,138,129,0,0,0,0,0,80,0,0,0,0,0,52,0,192,0,60,0,0,72,33,0,196,0,0,0,0,0,43,48,0,0,40,0,139,0,0,0,108,60,0,0,0,0,0,0,107,0,215,0,0,34,0,0,34,133,203,255,0,105,49,73,52,499,0,162,63,0,0,0,0,0,48,0,0,36,61,0,371,77,0,241,0,54,0,172,50,0,0,48,35,0,291,79,0,0,53,0,76,216,120,775,0,189,0,0,31,263,55,0,0,0,141,0,0,60,0,73,0,0,53,0,0,0,42,0,0,0,42,62,0,0,91,0,379,1800,949,29,0,3623,1144,101,0,122,52,0,0,0,0,20,492,0,0,0,0,94,0,0,51,0,0,0,0,0,0,0,0
ASV100,0,0,125,0,66,0,0,0,0,12,34,527,0,23,0,13,0,0,59,0,81,0,0,0,0,0,0,0,0,0,1324,0,0,0,0,0,0,0,1313,0,0,0,0,0,0,0,115,91,1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,84,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,178,0,0,0,0,0,0,0,0,0,0,34,9,0,0,0,0,0,7,0,0,0,767,17,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1591,0,71,0,0,0,0,0,0,0,0,8,0,0,23,0,0,0,0,0,0,0,0,31,0,7269,0,0,24,0,0,0,0,0,0,0,0,0,0,78,0,17,396,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,54,0,72,0,0,0,0,0,0
ASV103,0,0,36,7,21,0,6,16,64,23,0,20,49,15,0,6,0,10,40,11,7,31,495,0,49,12,201,27,7,292,346,31,5,105,238,77,157,0,0,153,18,43,7,393,265,68,13,18,61,35,205,102,31,36,58,42,66,36,0,273,23,19,0,419,15,118,28,2404,3,34,10,0,107,151,21,24,0,516,222,403,700,73,244,3,48,4,125,0,5,0,4,14,179,127,45,7,17,0,0,6,43,0,16,348,15,44,146,64,31,28,120,497,514,18,48,0,4,89,41,37,0,84,0,11,191,46,12,0,52,6,9,256,74,47,36,189,23,17,9,26,32,0,0,41,0,29,60,276,58,33,135,0,26,0,127,0,8,0,39,17,8,97,254,22,0,0,10,100,41,0,60,151,0,0,0,0,0,0,10,47,0,17,0,77,5,0,80,113,88,36,0,0,0,0,309,20,34,7,4,3,0,0,0,0,12,0,0,0,5,0,9,0,5,0
ASV104,0,0,40,0,59,0,0,0,18,0,25,0,0,0,0,0,0,0,23,0,8,0,10,46,17,37,68,11,497,53,70,0,16,0,0,0,923,0,103,37,36,41,69,138,98,0,66,126,23,29,16,0,12,91,0,72,19,0,0,29,5,31,0,44,40,14,25,0,17,3,12,142,95,0,32,0,38,0,50,25,17,9,25,0,0,0,0,0,0,0,77,0,0,952,9,41,0,30,0,18,0,151,210,0,24,125,135,0,317,18,205,0,68,50,0,0,0,0,0,0,0,33,0,0,0,171,13,0,72,0,500,0,21,17,0,175,37,0,0,0,0,0,0,1697,0,68,530,0,2901,0,276,0,0,0,144,0,28,0,113,133,63,186,83,0,182,0,0,154,0,0,41,223,0,0,0,27,0,69,0,0,0,75,0,622,40,0,956,0,293,0,15,0,0,0,0,0,26,0,0,0,0,0,42,0,42,0,0,0,0,0,0,0,0,0
ASV105,59,0,0,39,0,0,0,0,0,87,0,57,0,24,0,0,32,0,0,15,0,12,49,0,68,87,0,91,24,0,32,15,31,0,0,211,21,0,73,139,130,14,0,490,57,33,122,69,331,12,12,129,19,69,261,85,23,43,0,0,0,340,0,23,0,0,49,0,16,48,167,100,83,57,14,0,24,0,11,176,36,102,14,19,0,21,0,143,119,40,0,34,0,0,23,26,0,0,20,21,103,26,48,78,14,354,176,70,88,58,125,18,108,91,46,0,6,16,38,34,0,0,0,40,0,218,36,33,414,133,0,0,0,28,29,96,52,0,0,32,0,29,39,181,85,456,26,78,44,17,383,19,12,11,714,73,22,174,581,213,28,229,189,571,38,0,0,298,11,49,604,15,862,0,48,0,0,32,65,0,32,641,95,561,0,0,150,268,12,160,13,0,0,35,38,0,25,25,11,0,0,0,88,0,46,0,0,0,28,0,103,33,32,0
ASV107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,739,52,0,38,0,0,0,0,40,14,361,85,18,21,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,114,6630,0,128,6387,9,111,41,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV108,0,0,0,42,0,0,0,0,0,0,0,0,9,0,0,0,12,38,1216,0,19,84,90,81,181,149,0,17,41,44,217,804,80,34,21,148,274,0,189,37,22,33,218,268,56,51,33,92,32,19,32,107,96,21,21,20,206,14,0,61,55,57,0,49,0,56,11,71,0,27,55,656,11,45,25,0,9,323,20,0,637,381,0,27,141,24,178,67,53,120,0,0,0,45,44,0,0,0,0,87,217,24,0,25,45,101,253,146,24,9,180,0,26,0,59,0,0,0,18,0,0,0,0,0,0,28,0,0,0,10,10,0,74,0,0,48,0,0,0,9,59,0,0,48,60,60,403,78,17,15,0,13,0,0,296,8,31,41,22,41,20,42,37,49,0,0,5,0,0,0,202,19,0,0,0,0,0,0,0,0,11,0,54,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,97,0,136,4,166,34,161,550,0,1220,196,21,1558,87,14,90
ASV112,18,17,0,17,0,0,0,20,22,19,11,18,0,102,0,12,9,0,40,0,0,57,19,40,15,50,156,20,0,14,118,18,0,16,16,54,41,0,13,0,0,24,22,192,75,12,27,11,11,0,78,15,16,14,0,0,0,0,0,26,15,13,0,261,0,78,9,221,0,0,0,843,21,240,0,0,0,378,161,49,118,13,96,0,88,0,506,0,0,23,0,50,112,398,0,0,23,0,17,25,24,11,80,1059,73,125,23,35,49,23,22,65,101,27,63,0,0,133,24,47,406,642,0,0,210,30,0,67,73,0,19,388,421,27,211,34,0,0,0,25,0,0,92,73,0,56,353,462,20,0,86,0,10,0,34,81,60,41,58,53,0,110,43,32,14,0,19,57,20,0,66,1280,14,0,9,193,11,0,0,168,0,22,383,30,0,0,45,46,167,55,114,80,0,0,138,41,0,26,0,0,47,0,297,0,50,14,0,19,0,15,0,0,21,30
ASV113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,158,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,209,0,0,0,75,0,0,282,0,0,35,0,0,238,0,0,0,92,0,144,0,0,0,0,0,65,70,76,0,0,87,0,0,0,36,0,0,0,0,115,0,41,0,0,0,0,45,0,0,0,0,0,0,0,0,114,0,20,0,0,0,916,0,0,1860,66,0,0,0,0,0,433,0,0,22,0,62,0,0,0,0,0,0,0,131,0,0,314,0,0,0,0,0,0,1259,72,94,1352,420,23,1255,99,0,41,0,0,12,0,0,0,216,175,0,183,0,28,31,1857,0,0,609,0,469,0,0,0,0,0,510,0,74,77,0,55
ASV116,46,17,70,3,6,0,58,0,0,0,42,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,133,0,358,11,0,0,0,128,0,0,25,0,503,0,0,0,0,0,0,0,153,150,0,10,0,0,0,0,0,0,0,6,3,0,72,21,0,0,117,42,0,145,107,0,120,235,15,6,0,9,0,0,0,0,0,144,0,9,0,0,0,8,0,5,0,0,0,314,0,73,94,0,0,4,0,167,18,0,7,0,0,130,2049,0,64,0,0,4,565,6,0,47,14,14,1465,0,11,0,6,875,0,53,577,29,102,0,0,0,6,0,25,0,0,0,0,0,0,0,82,0,172,0,46,49,0,0,88,17,22,9,10,0,0,22,6,0,0,62,1676,0,0,18,0,0,0,0,0,0,106,6,335,42,38,0,201,0,79,393,0,0,518,750,107,178,0,0,0,0,0,0,27,0,0,0,0,0,19,0,0,52,0,0,9,0,0,0,0,0
ASV117,0,0,0,4,40,0,0,0,0,0,548,1184,0,0,0,0,7,0,0,0,48,9,286,66,45,54,0,183,0,5,562,0,0,5,0,612,0,0,0,0,9,59,4,123,158,30,0,430,38,0,13,7,139,4,9,0,68,35,0,0,259,236,0,166,0,14,33,25,0,29,124,0,23,136,69,17,161,0,0,0,1853,59,0,0,0,0,621,16,0,240,11,10,0,12,346,0,93,0,0,0,47,10,0,17,0,658,157,33,0,30,0,0,17,0,1067,0,0,45,5,0,17,84,2,0,20,0,0,13,9,79,0,0,100,24,0,35,4,0,0,36,0,0,0,0,4,6,0,0,0,0,0,0,0,0,19,13,53,0,0,75,0,142,538,85,0,0,0,0,15,0,163,7,6,0,0,0,0,0,0,7,0,0,203,6,0,0,0,18,0,15,29,83,0,0,0,0,0,0,13,0,18,0,15,0,77,0,0,101,0,30,247,275,91,9
ASV118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,33,0,0,0,0,0,0,0,199,0,0,0,0,360,89,0,59,0,0,0,0,321,199,26,73,0,0,0,0,0,0,0,0,78,0,0,0,0,134,28,0,35,0,0,28,15,36,83,0,0,0,0,340,0,0,0,79,97,41,47,0,0,0,0,0,0,23,375,0,0,0,0,0,0,0,0,16,0,266,40,0,0,0,27,13,22,0,0,0,0,0,0,22,0,22,0,0,0,36,0,0,29,0,121,37,16,0,20,0,0,0,0,0,0,0,0,0,116,330,735,452,24,81,29,28,108,22,0,137,1541,189,0,21,0,48,21,30,33,0,25,25,76,35,0,0,0,0,0,0,0,0,0,1541,0,0,0,25,0,28,4005,42,533,130,0,0,26,0,0,14,0,0,32,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV119,0,0,0,0,0,0,0,0,0,0,0,17,0,12,0,0,0,29,27,0,24,0,58,48,0,22,0,508,35,58,78,0,20,12,0,242,137,0,15,14,12,0,0,184,34,69,0,24,529,0,0,17,0,56,29,0,0,0,0,0,18,194,11,22,30,0,42,30,20,123,65,71,21,110,199,15,72,35,125,24,78,1351,0,34,0,0,247,0,115,131,0,0,0,21,197,12,23,0,14,0,68,50,13,0,0,111,61,301,12,47,31,0,75,0,37,0,0,0,64,10,0,15,0,33,0,62,177,17,21,700,0,0,13,30,27,36,117,0,0,23,0,151,34,24,828,242,226,53,13,237,443,456,20,28,379,0,47,108,78,58,41,92,79,52,0,0,0,92,0,0,138,24,10,0,50,0,0,112,938,0,156,280,34,318,18,0,11,18,0,14,11,0,0,0,36,0,52,54,0,0,0,0,0,0,58,0,0,0,8,0,0,0,0,0
ASV120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,43,5,12,37,0,0,0,0,0,100,6,250,55,60,6,317,29,0,141,0,31,20,6,0,0,36,7,10,187,48,198,0,0,331,254,216,6,128,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,7,0,0,0,0,0,58,0,0,0,317,73,182,31,115,107,444,0,0,0,0,0,514,288,83,767,62,185,96,0,249,98,0,0,155,26,0,121,312,0,0,354,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,408,0,0,177,0,0,0,264,0,0,478,259,45,69,338,0,80,69,160,44,89,99,0,0,0,240,368,0,48,0,0,0,0,39,407,411,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,0,0,0,0,0,0,245,0,0,103,0,0,0,0,0,0,0,45,189,0,265,45,0,654,67,6,0
ASV121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,28,36,0,77,0,247,0,0,127,0,0,0,0,0,24,56,0,0,28,0,0,0,0,248,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,10,44,0,0,787,44,124,64,171,0,60,0,199,46,231,37,0,66,36,38,781,449,106,25,77,0,0,29,36,0,180,237,140,55,36,106,50,31,143,120,618,26,346,0,0,853,59,317,39,355,0,0,176,135,0,0,158,0,0,308,383,465,39,204,41,51,15,24,0,0,63,29,0,115,506,209,60,0,0,0,0,0,85,0,0,0,38,17,0,0,56,0,0,0,0,34,0,0,80,123,0,0,0,51,0,0,0,0,0,36,20,29,0,0,61,118,114,72,65,83,207,0,0,0,0,0,0,0,0,0,46,63,0,0,0,0,0,0,0,0,0,0
ASV122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,21,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,839,38,241,66,0,0,0,0,416,245,168,0,131,49,0,69,0,35,0,71,0,0,0,0,0,0,43,386,126,89,118,0,0,246,0,128,410,331,0,0,219,49,0,0,284,0,0,411,219,0,0,0,80,0,0,99,22,24,268,79,0,153,125,399,171,0,61,34,0,0,284,80,0,129,132,94,0,397,103,83,0,0,0,67,0,0,213,131,0,0,68,1706,40,21,0,707,0,78,158,63,0,0,0,210,727,68,223,83,0,0,53,0,55,0,0,0,0,0,91,0,0,0,0,0,0,44,0,0,0,0
ASV123,5,4,18,0,14,0,0,0,9,12,23,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,208,0,259,8,190,9,0,347,0,0,215,0,724,5,0,0,0,0,0,0,361,29,0,145,0,0,0,22,0,30,0,384,0,18,6,0,13,0,1227,6,0,504,42,0,771,17,7,42,5,10,0,27,11,0,15,121,0,0,0,0,0,0,0,0,0,0,4,343,18,22,0,52,0,18,12,20,0,7,0,0,0,8,666,0,203,0,118,9,40,0,0,8,0,0,0,0,0,0,18,713,0,37,38,0,10,0,6,0,8,10,15,0,0,0,0,0,0,0,0,5,108,0,53,0,719,0,0,7,3,0,16,0,0,0,0,0,0,14,3215,0,0,47,0,0,0,35,0,0,0,0,0,0,0,0,107,0,5,62,0,0,0,0,294,0,0,0,0,25,0,0,14,0,10,0,24,0,7,0,36,340,0,0,29,0,0,0,0,7
ASV125,0,0,0,0,41,0,0,0,0,24,0,617,0,23,0,3,0,422,33,0,0,0,0,0,0,0,0,463,0,0,5308,11,0,4,5,946,23,0,0,7,0,0,0,0,0,0,0,0,34,17,0,130,1848,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,7,0,0,0,7,0,0,0,2,0,577,0,23,46,0,24,24,358,0,0,0,21,0,0,0,121,41,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,124,39,0,0,0,801,0,0,0,0,15,199,0,88,42,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,54,10,82,69,0,0
ASV126,78,27,99,34,53,0,32,23,7,16,216,376,0,0,0,120,9,25,54,145,5,14,64,159,72,13,0,32,62,51,0,0,138,0,26,25,15,0,98,16,64,244,26,15,11,14,316,800,8,5,0,192,71,58,13,12,44,0,0,9,0,0,8,57,0,23,0,111,0,9,13,29,6,0,0,7,20,115,0,0,36,0,0,216,56,405,66,97,37,331,16,0,8,57,25,39,120,0,208,322,96,20,65,22,15,178,54,204,491,14,0,0,147,32,49,0,8,8,0,127,685,64,44,0,65,40,30,84,0,0,83,67,12,0,0,0,7,10,0,0,0,0,0,23,0,393,43,28,0,0,0,0,0,0,14,0,0,209,151,223,161,0,134,21,9,0,0,0,53,13,57,0,0,0,15,234,14,0,0,15,0,0,0,0,0,0,0,0,68,107,213,56,15,11,0,0,0,0,11,0,317,0,403,15,0,0,7,59,8,116,34,205,131,126
ASV129,0,11,0,0,0,0,0,12,0,59,38,56,0,22,0,0,27,0,96,35,44,35,70,71,57,44,0,70,17,188,36,39,38,36,11,84,71,0,35,27,234,76,72,31,48,101,66,74,38,0,0,132,282,34,51,0,71,52,0,35,0,0,100,606,0,0,41,46,19,0,53,34,210,84,118,67,91,0,54,846,143,252,0,71,38,83,20,91,0,113,18,16,0,0,136,0,893,0,0,52,51,34,18,34,0,109,0,64,106,56,0,0,20,0,180,0,0,44,0,94,129,350,0,0,0,81,0,38,44,54,0,14,95,29,0,115,0,0,0,85,0,0,150,0,0,26,70,92,59,174,0,0,0,0,31,55,47,42,40,9,0,110,37,39,10,0,0,73,0,22,148,29,0,0,49,0,0,0,0,35,0,247,51,100,0,0,55,103,69,108,0,106,0,104,0,0,0,54,41,0,30,0,97,21,166,18,0,165,122,0,427,94,15,20
ASV130,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,24,66,0,0,0,34,73,0,36,0,60,0,82,385,38,0,87,0,0,31,0,85,0,83,0,0,50,76,63,62,0,92,99,19,0,0,0,28,74,42,0,0,0,72,59,130,88,21,0,0,83,0,68,52,0,212,347,63,0,0,41,0,855,40,973,0,0,0,38,0,0,29,0,0,0,0,71,35,0,0,11,0,0,0,0,0,0,0,0,32,29,42,0,108,0,0,46,49,0,0,0,0,0,42,38,0,0,0,0,32,0,0,0,0,15,0,0,0,0,38,0,23,0,54,381,182,0,893,31,183,98,72,480,37,210,38,9,30,0,0,0,0,0,0,44,0,38,16,0,0,0,0,0,0,0,49,0,528,27,0,152,842,0,144,386,0,235,39,0,28,92,0,0,14,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,77,0,169,0,0,0
ASV131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,5674,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0,100,0,58,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,763,1482,0,1351,0,0,0,0,0,103,68,0,0,0,0,0,0,0,0,17,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
